Time,Speed,Acceleration,EngineRPM,FuelConsumption,Distance,TestID,VehicleType,ProfileType
0.0,1.159137400313567,0.7172217686471577,800.0,43.201768006512715,0.03219826111982131,sedan_highway,sedan,highway
0.10001666944490749,0.0,2.271747966212281,800.0,50.34805177214883,0.03219826111982131,sedan_highway,sedan,highway
0.20003333888981498,2.450136583878451,2.9988047809335523,800.0,21.027087170514573,0.10025761067200051,sedan_highway,sedan,highway
0.30005000833472245,5.2482837394956725,4.407990067802096,800.0,50.25703960495739,0.24604327010243587,sedan_highway,sedan,highway
0.40006667777962995,6.556986005993961,6.16804670276958,800.0,49.248855783905654,0.4281817702689348,sedan_highway,sedan,highway
0.5000833472245374,9.09351952235734,4.88995201381236,908.975631219591,49.277638855676834,0.680779534778861,sedan_highway,sedan,highway
0.6001000166694449,11.102484064985243,6.253972657569502,1046.9078311550836,50.113977765717316,0.98918186991734,sedan_highway,sedan,highway
0.7001166861143524,11.2520502087407,5.268859645217985,1121.490868629178,50.26374435657254,1.3017388201601372,sedan_highway,sedan,highway
0.8001333555592599,16.505434523120776,3.62882527980363,1598.9802710589088,46.53346572775929,1.7602231124690477,sedan_highway,sedan,highway
0.9001500250041674,16.040933367386334,5.127926416596138,1578.5298384207413,49.59584527379347,2.205804594896446,sedan_highway,sedan,highway
1.0001666944490748,15.625405026003875,4.429194414948381,1517.6820648659186,48.94589399807332,2.639843623396554,sedan_highway,sedan,highway
1.1001833638939824,20.33275161485829,3.363727100809953,1071.647713630728,43.3146017597271,3.20464227936484,sedan_highway,sedan,highway
1.2002000333388898,19.224600155647785,3.054241669496548,1835.2167686048765,39.76923296879524,3.738658950355056,sedan_highway,sedan,highway
1.3002167027837974,22.56014330457869,4.904299837229923,1197.7335957191142,50.00109596859026,4.365329597704465,sedan_highway,sedan,highway
1.4002333722287048,21.53856837248012,3.3346328013056787,1215.6120984679226,43.713811146844684,4.96362316360669,sedan_highway,sedan,highway
1.5002500416736124,24.453144733017734,4.245399302312112,1390.8170243153818,50.449105727413624,5.642877183968293,sedan_highway,sedan,highway
1.6002667111185198,26.33509065720851,5.017750100333069,1522.2249403903334,49.77588827273106,6.374407480001864,sedan_highway,sedan,highway
1.7002833805634272,26.86631889980959,4.452308725893465,1519.60976364708,49.61015220512752,7.1206941161076855,sedan_highway,sedan,highway
1.8003000500083348,31.592093485178218,5.405358925819856,1734.9129609199367,49.477577567558434,7.998252268473747,sedan_highway,sedan,highway
1.9003167194532422,29.552724079088357,5.204746212559371,1611.5660749285782,50.50218391825307,8.819161270670646,sedan_highway,sedan,highway
2.0003333888981496,34.182790799493475,6.331314599732375,1931.5205866806086,50.12161523390945,9.768683237323243,sedan_highway,sedan,highway
2.100350058343057,35.70363383981538,3.2736253281652417,2033.1289702015738,42.458814065549774,10.760450843984781,sedan_highway,sedan,highway
2.200366727787965,38.26268517932786,4.891045587867232,2186.632111721248,49.98651851372352,11.823303210077222,sedan_highway,sedan,highway
2.3003833972328724,37.48461907587565,3.109264743601244,2122.374964832703,41.118963974060954,12.864542628851545,sedan_highway,sedan,highway
2.4004000666777796,38.35660613724937,3.131148141617061,2189.756449015208,41.01271108759325,13.930003910441805,sedan_highway,sedan,highway
2.5004167361226872,39.77946733797572,2.4273811061678074,2181.0681198208035,31.658991408871994,15.034989114274463,sedan_highway,sedan,highway
2.600433405567595,41.33970049472609,3.131131045095696,1818.432133313953,40.423380587355254,16.183314128016853,sedan_highway,sedan,highway
2.700450075012502,42.631971170429914,3.259026320107594,1833.5516608072069,41.945784356461644,17.367535549417685,sedan_highway,sedan,highway
2.8004667444574096,43.120654957047904,3.509977172984364,1780.384617227447,45.534463120943755,18.565331520446794,sedan_highway,sedan,highway
2.9004834139023172,44.22285351344304,4.137605244378435,1761.916676870449,50.648686900171185,19.793744118042433,sedan_highway,sedan,highway
3.000500083347225,46.09742624934757,3.6916758892773736,1930.4829504635584,48.8012085186006,21.074228180524308,sedan_highway,sedan,highway
3.100516752792132,48.78738993460727,3.7334834395285803,1995.8169342582353,48.493891999903525,22.429433456485622,sedan_highway,sedan,highway
3.2005334222370396,49.276987771129185,2.622751400580402,2046.72413921471,34.95711360326666,23.798238672350323,sedan_highway,sedan,highway
3.3005500916819472,49.84092514819935,4.763691484559278,2109.290806159229,49.86959845503009,25.18270881535586,sedan_highway,sedan,highway
3.4005667611268544,48.943806034487764,2.0504172418517257,2037.4685281545032,27.54963961088472,26.54225898298052,sedan_highway,sedan,highway
3.500583430571762,54.672070921554266,3.369639782825157,2309.9838767444508,44.04091490739121,28.06092761969036,sedan_highway,sedan,highway
